PERMNO,date,TICKER,RET,RETX
10107,04/29/2011,MSFT,0.020874,0.020874
10107,05/31/2011,MSFT,-0.028935,-0.035108
10107,06/30/2011,MSFT,0.039584,0.039584
10107,07/29/2011,MSFT,0.053846,0.053846
10107,08/31/2011,MSFT,-0.023358,-0.029197
10107,09/30/2011,MSFT,-0.064286,-0.064286
10107,10/31/2011,MSFT,0.069908,0.069908
10107,11/30/2011,MSFT,-0.031919,-0.039429
10107,12/30/2011,MSFT,0.014855,0.014855
10107,01/31/2012,MSFT,0.137519,0.137519
10107,02/29/2012,MSFT,0.081612,0.074839
10107,03/30/2012,MSFT,0.016226,0.016226
10107,04/30/2012,MSFT,-0.007441,-0.007441
10107,05/31/2012,MSFT,-0.081993,-0.088240
10107,06/29/2012,MSFT,0.047962,0.047962
10107,07/31/2012,MSFT,-0.036613,-0.036613
10107,08/31/2012,MSFT,0.052596,0.045809
10107,09/28/2012,MSFT,-0.034393,-0.034393
10107,10/31/2012,MSFT,-0.040995,-0.040995
10107,11/30/2012,MSFT,-0.059390,-0.067449
10107,12/31/2012,MSFT,0.003558,0.003558
10107,01/31/2013,MSFT,0.027717,0.027717
10107,02/28/2013,MSFT,0.021129,0.012750
10107,03/28/2013,MSFT,0.028957,0.028957
10107,04/30/2013,MSFT,0.157140,0.157140
10107,05/31/2013,MSFT,0.061329,0.054381
10107,06/28/2013,MSFT,-0.010172,-0.010172
10107,07/31/2013,MSFT,-0.078304,-0.078304
10107,08/30/2013,MSFT,0.056219,0.048995
10107,09/30/2013,MSFT,-0.003593,-0.003593
10107,10/31/2013,MSFT,0.063852,0.063852
10107,11/29/2013,MSFT,0.084875,0.076967
10107,12/31/2013,MSFT,-0.018883,-0.018883
10107,01/31/2014,MSFT,0.011494,0.011494
10107,02/28/2014,MSFT,0.019820,0.012421
10107,03/31/2014,MSFT,0.069956,0.069956
10107,04/30/2014,MSFT,-0.014394,-0.014394
10107,05/30/2014,MSFT,0.020297,0.013366
10107,06/30/2014,MSFT,0.018564,0.018564
10107,07/31/2014,MSFT,0.035012,0.035012
10107,08/29/2014,MSFT,0.059082,0.052595
10107,09/30/2014,MSFT,0.020471,0.020471
10107,10/31/2014,MSFT,0.012726,0.012726
10107,11/28/2014,MSFT,0.024920,0.018317
10107,12/31/2014,MSFT,-0.028446,-0.028446
10107,01/30/2015,MSFT,-0.130248,-0.130248
10107,02/27/2015,MSFT,0.093069,0.085396
10107,03/31/2015,MSFT,-0.072862,-0.072862
10107,04/30/2015,MSFT,0.196409,0.196409
10107,05/29/2015,MSFT,-0.030222,-0.036595
10107,06/30/2015,MSFT,-0.057832,-0.057832
10107,07/31/2015,MSFT,0.057758,0.057758
10107,08/31/2015,MSFT,-0.061456,-0.068094
10107,09/30/2015,MSFT,0.017004,0.017004
10107,10/30/2015,MSFT,0.189336,0.189336
10107,11/30/2015,MSFT,0.039324,0.032485
10107,12/31/2015,MSFT,0.020791,0.020791
10107,01/29/2016,MSFT,-0.007030,-0.007030
10107,02/29/2016,MSFT,-0.069886,-0.076420
10107,03/31/2016,MSFT,0.085495,0.085495
10107,04/29/2016,MSFT,-0.097049,-0.097049
10107,05/31/2016,MSFT,0.069982,0.062763
10107,06/30/2016,MSFT,-0.034528,-0.034528
10107,07/29/2016,MSFT,0.107680,0.107680
10107,08/31/2016,MSFT,0.020113,0.013761
10107,09/30/2016,MSFT,0.002436,0.002436
10107,10/31/2016,MSFT,0.040278,0.040278
10107,11/30/2016,MSFT,0.012183,0.005674
10107,12/30/2016,MSFT,0.031198,0.031198
10107,01/31/2017,MSFT,0.040393,0.040393
10107,02/28/2017,MSFT,-0.004331,-0.010364
10107,03/31/2017,MSFT,0.029384,0.029384
10107,04/28/2017,MSFT,0.039478,0.039478
10107,05/31/2017,MSFT,0.025854,0.020158
10107,06/30/2017,MSFT,-0.013030,-0.013030
10107,07/31/2017,MSFT,0.054693,0.054693
10107,08/31/2017,MSFT,0.033838,0.028473
10107,09/29/2017,MSFT,-0.003745,-0.003745
10107,10/31/2017,MSFT,0.116660,0.116660
10107,11/30/2017,MSFT,0.016951,0.011902
10107,12/29/2017,MSFT,0.016277,0.016277
10107,01/31/2018,MSFT,0.110708,0.110708
10107,02/28/2018,MSFT,-0.008631,-0.013051
10107,03/29/2018,MSFT,-0.026661,-0.026661
10107,04/30/2018,MSFT,0.024652,0.024652
10107,05/31/2018,MSFT,0.061377,0.056886
10107,06/29/2018,MSFT,-0.002327,-0.002327
12490,01/31/2007,IBM,0.020587,0.020587
12490,02/28/2007,IBM,-0.059607,-0.062632
12490,03/30/2007,IBM,0.014203,0.014203
12490,04/30/2007,IBM,0.084341,0.084341
12490,05/31/2007,IBM,0.046864,0.042951
12490,06/29/2007,IBM,-0.012664,-0.012664
12490,07/31/2007,IBM,0.051306,0.051306
12490,08/31/2007,IBM,0.058202,0.054587
12490,09/28/2007,IBM,0.009512,0.009512
12490,10/31/2007,IBM,-0.014261,-0.014261
12490,11/30/2007,IBM,-0.090768,-0.094213
12490,12/31/2007,IBM,0.027762,0.027762
12490,01/31/2008,IBM,-0.009158,-0.009158
12490,02/29/2008,IBM,0.066754,0.063019
12490,03/31/2008,IBM,0.011242,0.011242
12490,04/30/2008,IBM,0.048289,0.048289
12490,05/30/2008,IBM,0.076471,0.072328
12490,06/30/2008,IBM,-0.084215,-0.084215
12490,07/31/2008,IBM,0.079727,0.079727
12490,08/29/2008,IBM,-0.044929,-0.048836
12490,09/30/2008,IBM,-0.039185,-0.039185
12490,10/31/2008,IBM,-0.205113,-0.205113
12490,11/28/2008,IBM,-0.116919,-0.122298
12490,12/31/2008,IBM,0.031373,0.031373
12490,01/30/2009,IBM,0.088997,0.088997
12490,02/27/2009,IBM,0.009602,0.004146
12490,03/31/2009,IBM,0.052809,0.052809
12490,04/30/2009,IBM,0.065229,0.065229
12490,05/29/2009,IBM,0.035074,0.029745
12490,06/30/2009,IBM,-0.017501,-0.017501
12490,07/31/2009,IBM,0.129381,0.129381
12490,08/31/2009,IBM,0.005681,0.001018
12490,09/30/2009,IBM,0.013215,0.013215
12490,10/30/2009,IBM,0.008361,0.008361
12490,11/30/2009,IBM,0.052152,0.047591
12490,12/31/2009,IBM,0.036011,0.036011
12490,01/29/2010,IBM,-0.065011,-0.065011
12490,02/26/2010,IBM,0.043468,0.038974
12490,03/31/2010,IBM,0.008572,0.008572
12490,04/30/2010,IBM,0.005848,0.005848
12490,05/28/2010,IBM,-0.023953,-0.028992
12490,06/30/2010,IBM,-0.014210,-0.014210
12490,07/30/2010,IBM,0.039844,0.039844
12490,08/31/2010,IBM,-0.035981,-0.041044
12490,09/30/2010,IBM,0.089418,0.089418
12490,10/29/2010,IBM,0.070523,0.070523
12490,11/30/2010,IBM,-0.010376,-0.014903
12490,12/31/2010,IBM,0.037466,0.037466
12490,01/31/2011,IBM,0.103843,0.103843
12490,02/28/2011,IBM,0.003272,-0.000741
12490,03/31/2011,IBM,0.007351,0.007351
12490,04/29/2011,IBM,0.046054,0.046054
12490,05/31/2011,IBM,-0.005276,-0.009673
12490,06/30/2011,IBM,0.015509,0.015509
12490,07/29/2011,IBM,0.060041,0.060041
12490,08/31/2011,IBM,-0.050536,-0.054660
12490,09/30/2011,IBM,0.017218,0.017218
12490,10/31/2011,IBM,0.055813,0.055813
12490,11/30/2011,IBM,0.022315,0.018253
12490,12/30/2011,IBM,-0.021915,-0.021915
12490,01/31/2012,IBM,0.047422,0.047422
12490,02/29/2012,IBM,0.025337,0.021443
12490,03/30/2012,IBM,0.060591,0.060591
12490,04/30/2012,IBM,-0.007525,-0.007525
12490,05/31/2012,IBM,-0.064371,-0.068476
12490,06/29/2012,IBM,0.013893,0.013893
12490,07/31/2012,IBM,0.002045,0.002045
12490,08/31/2012,IBM,-0.001429,-0.005766
12490,09/28/2012,IBM,0.064665,0.064665
12490,10/31/2012,IBM,-0.062280,-0.062280
12490,11/30/2012,IBM,-0.018558,-0.022927
12490,12/31/2012,IBM,0.007787,0.007787
12490,01/31/2013,IBM,0.060141,0.060141
12490,02/28/2013,IBM,-0.006845,-0.011031
12490,03/28/2013,IBM,0.062092,0.062092
12490,04/30/2013,IBM,-0.050445,-0.050445
12490,05/31/2013,IBM,0.031747,0.027056
12490,06/28/2013,IBM,-0.081290,-0.081290
12490,07/31/2013,IBM,0.020564,0.020564
12490,08/30/2013,IBM,-0.060603,-0.065474
12490,09/30/2013,IBM,0.015965,0.015965
12490,10/31/2013,IBM,-0.032239,-0.032239
12490,11/29/2013,IBM,0.007924,0.002623
12490,12/31/2013,IBM,0.043911,0.043911
12490,01/31/2014,IBM,-0.058058,-0.058058
12490,02/28/2014,IBM,0.053430,0.048053
12490,03/31/2014,IBM,0.039531,0.039531
12490,04/30/2014,IBM,0.020676,0.020676
12490,05/30/2014,IBM,-0.056039,-0.061638
12490,06/30/2014,IBM,-0.016761,-0.016761
12490,07/31/2014,IBM,0.057373,0.057373
12490,08/29/2014,IBM,0.009026,0.003287
12490,09/30/2014,IBM,-0.012845,-0.012845
12490,10/31/2014,IBM,-0.133962,-0.133962
12490,11/28/2014,IBM,-0.006873,-0.013564
12490,12/31/2014,IBM,-0.010668,-0.010668
12490,01/30/2015,IBM,-0.044440,-0.044440
12490,02/27/2015,IBM,0.063466,0.056291
12490,03/31/2015,IBM,-0.008892,-0.008892
12490,04/30/2015,IBM,0.067227,0.067227
12490,05/29/2015,IBM,-0.001985,-0.009574
12490,06/30/2015,IBM,-0.041202,-0.041202
12490,07/31/2015,IBM,-0.004119,-0.004119
12490,08/31/2015,IBM,-0.079017,-0.087042
12490,09/30/2015,IBM,-0.019744,-0.019744
12490,10/30/2015,IBM,-0.033731,-0.033731
12490,11/30/2015,IBM,0.004569,-0.004712
12490,12/31/2015,IBM,-0.012911,-0.012911
12490,01/29/2016,IBM,-0.093228,-0.093228
12490,02/29/2016,IBM,0.060421,0.050004
12490,03/31/2016,IBM,0.155842,0.155842
12490,04/29/2016,IBM,-0.036382,-0.036382
12490,05/31/2016,IBM,0.063040,0.053447
12490,06/30/2016,IBM,-0.012749,-0.012749
12490,07/29/2016,IBM,0.058242,0.058242
12490,08/31/2016,IBM,-0.002117,-0.010833
12490,09/30/2016,IBM,-0.000189,-0.000189
12490,10/31/2016,IBM,-0.032483,-0.032483
12490,11/30/2016,IBM,0.064611,0.055501
12490,12/30/2016,IBM,0.023240,0.023240
12490,01/31/2017,IBM,0.051389,0.051389
12490,02/28/2017,IBM,0.038391,0.030369
12490,03/31/2017,IBM,-0.031587,-0.031587
12490,04/28/2017,IBM,-0.079534,-0.079534
12490,05/31/2017,IBM,-0.038430,-0.047788
12490,06/30/2017,IBM,0.007862,0.007862
12490,07/31/2017,IBM,-0.059546,-0.059546
12490,08/31/2017,IBM,-0.000968,-0.011336
12490,09/29/2017,IBM,0.014333,0.014333
12490,10/31/2017,IBM,0.061897,0.061897
12490,11/30/2017,IBM,0.009152,-0.000584
12490,12/29/2017,IBM,-0.003572,-0.003572
12490,01/31/2018,IBM,0.067006,0.067006
12490,02/28/2018,IBM,-0.038913,-0.048076
12490,03/29/2018,IBM,-0.015401,-0.015401
12490,04/30/2018,IBM,-0.055204,-0.055204
12490,05/31/2018,IBM,-0.014349,-0.025179
12490,06/29/2018,IBM,-0.011393,-0.011393
25785,01/31/2007,F,0.082557,0.082557
25785,02/28/2007,F,-0.027060,-0.027060
25785,03/30/2007,F,-0.002528,-0.002528
25785,04/30/2007,F,0.019011,0.019011
25785,05/31/2007,F,0.037313,0.037313
25785,06/29/2007,F,0.129496,0.129496
25785,07/31/2007,F,-0.096603,-0.096603
25785,08/31/2007,F,-0.082256,-0.082256
25785,09/28/2007,F,0.087068,0.087068
25785,10/31/2007,F,0.044759,0.044759
25785,11/30/2007,F,-0.153326,-0.153326
25785,12/31/2007,F,-0.103862,-0.103862
25785,01/31/2008,F,-0.013373,-0.013373
25785,02/29/2008,F,-0.016566,-0.016566
25785,03/31/2008,F,-0.124043,-0.124043
25785,04/30/2008,F,0.444056,0.444056
25785,05/30/2008,F,-0.176755,-0.176755
25785,06/30/2008,F,-0.292647,-0.292647
25785,07/31/2008,F,-0.002079,-0.002079
25785,08/29/2008,F,-0.070833,-0.070833
25785,09/30/2008,F,0.165919,0.165919
25785,10/31/2008,F,-0.578846,-0.578846
25785,11/28/2008,F,0.228310,0.228310
25785,12/31/2008,F,-0.148699,-0.148699
25785,01/30/2009,F,-0.183406,-0.183406
25785,02/27/2009,F,0.069519,0.069519
25785,03/31/2009,F,0.315000,0.315000
25785,04/30/2009,F,1.273764,1.273764
25785,05/29/2009,F,-0.038462,-0.038462
25785,06/30/2009,F,0.055652,0.055652
25785,07/31/2009,F,0.317957,0.317957
25785,08/31/2009,F,-0.050000,-0.050000
25785,09/30/2009,F,-0.051316,-0.051316
25785,10/30/2009,F,-0.029126,-0.029126
25785,11/30/2009,F,0.270000,0.270000
25785,12/31/2009,F,0.124859,0.124859
25785,01/29/2010,F,0.084000,0.084000
25785,02/26/2010,F,0.083026,0.083026
25785,03/31/2010,F,0.070698,0.070698
25785,04/30/2010,F,0.035800,0.035800
25785,05/28/2010,F,-0.099078,-0.099078
25785,06/30/2010,F,-0.140665,-0.140665
25785,07/30/2010,F,0.266865,0.266865
25785,08/31/2010,F,-0.116288,-0.116288
25785,09/30/2010,F,0.084626,0.084626
25785,10/29/2010,F,0.154412,0.154412
25785,11/30/2010,F,0.128096,0.128096
25785,12/31/2010,F,0.053325,0.053325
25785,01/31/2011,F,-0.050030,-0.050030
25785,02/28/2011,F,-0.056426,-0.056426
25785,03/31/2011,F,-0.009302,-0.009302
25785,04/29/2011,F,0.037559,0.037559
25785,05/31/2011,F,-0.035553,-0.035553
25785,06/30/2011,F,-0.075737,-0.075737
25785,07/29/2011,F,-0.114576,-0.114576
25785,08/31/2011,F,-0.089271,-0.089271
25785,09/30/2011,F,-0.130396,-0.130396
25785,10/31/2011,F,0.207859,0.207859
25785,11/30/2011,F,-0.092466,-0.092466
25785,12/30/2011,F,0.015094,0.015094
25785,01/31/2012,F,0.158922,0.154275
25785,02/29/2012,F,-0.003221,-0.003221
25785,03/30/2012,F,0.007674,0.007674
25785,04/30/2012,F,-0.091784,-0.095792
25785,05/31/2012,F,-0.063830,-0.063830
25785,06/29/2012,F,-0.091856,-0.091856
25785,07/31/2012,F,-0.036496,-0.036496
25785,08/31/2012,F,0.016234,0.010823
25785,09/28/2012,F,0.055674,0.055674
25785,10/31/2012,F,0.136917,0.131846
25785,11/30/2012,F,0.025986,0.025986
25785,12/31/2012,F,0.131004,0.131004
25785,01/31/2013,F,0.007722,0.000000
25785,02/28/2013,F,-0.026255,-0.026255
25785,03/28/2013,F,0.042823,0.042823
25785,04/30/2013,F,0.042586,0.042586
25785,05/31/2013,F,0.150985,0.143691
25785,06/28/2013,F,-0.013393,-0.013393
25785,07/31/2013,F,0.097608,0.091144
25785,08/30/2013,F,-0.040877,-0.040877
25785,09/30/2013,F,0.042001,0.042001
25785,10/31/2013,F,0.020154,0.014226
25785,11/29/2013,F,-0.001753,-0.001753
25785,12/31/2013,F,-0.096604,-0.096604
25785,01/31/2014,F,-0.022359,-0.030460
25785,02/28/2014,F,0.028743,0.028743
25785,03/31/2014,F,0.013645,0.013645
25785,04/30/2014,F,0.043269,0.035256
25785,05/30/2014,F,0.017957,0.017957
25785,06/30/2014,F,0.048662,0.048662
25785,07/31/2014,F,-0.005510,-0.012761
25785,08/29/2014,F,0.022914,0.022914
25785,09/30/2014,F,-0.150488,-0.150488
25785,10/31/2014,F,-0.038878,-0.047329
25785,11/28/2014,F,0.116395,0.116395
25785,12/31/2014,F,-0.014622,-0.014622
25785,01/30/2015,F,-0.041290,-0.050968
25785,02/27/2015,F,0.110809,0.110809
25785,03/31/2015,F,-0.012240,-0.012240
25785,04/30/2015,F,-0.011772,-0.021066
25785,05/29/2015,F,-0.039873,-0.039873
25785,06/30/2015,F,-0.010547,-0.010547
25785,07/31/2015,F,-0.001999,-0.011992
25785,08/31/2015,F,-0.064734,-0.064734
25785,09/30/2015,F,-0.021629,-0.021629
25785,10/30/2015,F,0.102432,0.091378
25785,11/30/2015,F,-0.032411,-0.032411
25785,12/31/2015,F,-0.016748,-0.016748
25785,01/29/2016,F,-0.124202,-0.152591
25785,02/29/2016,F,0.047739,0.047739
25785,03/31/2016,F,0.079137,0.079137
25785,04/29/2016,F,0.015556,0.004444
25785,05/31/2016,F,-0.005162,-0.005162
25785,06/30/2016,F,-0.068199,-0.068199
25785,07/29/2016,F,0.019093,0.007160
25785,08/31/2016,F,-0.004739,-0.004739
25785,09/30/2016,F,-0.042064,-0.042064
25785,10/31/2016,F,-0.014913,-0.027341
25785,11/30/2016,F,0.018739,0.018739
25785,12/30/2016,F,0.014214,0.014214
25785,01/31/2017,F,0.035449,0.018961
25785,02/28/2017,F,0.013754,0.013754
25785,03/31/2017,F,-0.071029,-0.071029
25785,04/28/2017,F,-0.001718,-0.014605
25785,05/31/2017,F,-0.030514,-0.030514
25785,06/30/2017,F,0.006295,0.006295
25785,07/31/2017,F,0.016086,0.002681
25785,08/31/2017,F,-0.016934,-0.016934
25785,09/29/2017,F,0.085222,0.085222
25785,10/31/2017,F,0.037594,0.025063
25785,11/30/2017,F,0.020375,0.020375
25785,12/29/2017,F,-0.002396,-0.002396
25785,01/31/2018,F,-0.099279,-0.121697
25785,02/28/2018,F,-0.032817,-0.032817
25785,03/29/2018,F,0.044298,0.044298
25785,04/30/2018,F,0.027978,0.014440
25785,05/31/2018,F,0.027580,0.027580
25785,06/29/2018,F,-0.041558,-0.041558
55976,01/31/2007,WMT,0.032698,0.032698
55976,02/28/2007,WMT,0.013001,0.013001
55976,03/30/2007,WMT,-0.023598,-0.028152
55976,04/30/2007,WMT,0.020660,0.020660
55976,05/31/2007,WMT,-0.002087,-0.006678
55976,06/29/2007,WMT,0.010714,0.010714
55976,07/31/2007,WMT,-0.044897,-0.044897
55976,08/31/2007,WMT,-0.045702,-0.050490
55976,09/28/2007,WMT,0.000458,0.000458
55976,10/31/2007,WMT,0.035739,0.035739
55976,11/30/2007,WMT,0.059500,0.059500
55976,12/31/2007,WMT,-0.003132,-0.007724
55976,01/31/2008,WMT,0.067536,0.067536
55976,02/29/2008,WMT,-0.022665,-0.022665
55976,03/31/2008,WMT,0.067100,0.062311
55976,04/30/2008,WMT,0.100607,0.100607
55976,05/30/2008,WMT,-0.000043,-0.004139
55976,06/30/2008,WMT,-0.026671,-0.026671
55976,07/31/2008,WMT,0.043060,0.043060
55976,08/29/2008,WMT,0.011728,0.007677
55976,09/30/2008,WMT,0.013882,0.013882
55976,10/31/2008,WMT,-0.068125,-0.068125
55976,11/28/2008,WMT,0.001254,0.001254
55976,12/31/2008,WMT,0.007471,0.003221
55976,01/30/2009,WMT,-0.159472,-0.159472
55976,02/27/2009,WMT,0.044992,0.044992
55976,03/31/2009,WMT,0.063617,0.058083
55976,04/30/2009,WMT,-0.032630,-0.032630
55976,05/29/2009,WMT,-0.007688,-0.013095
55976,06/30/2009,WMT,-0.026136,-0.026136
55976,07/31/2009,WMT,0.029728,0.029728
55976,08/31/2009,WMT,0.025311,0.019848
55976,09/30/2009,WMT,-0.034991,-0.034991
55976,10/30/2009,WMT,0.012019,0.012019
55976,11/30/2009,WMT,0.098027,0.098027
55976,12/31/2009,WMT,-0.015170,-0.020165
55976,01/29/2010,WMT,-0.000374,-0.000374
55976,02/26/2010,WMT,0.011978,0.011978
55976,03/31/2010,WMT,0.033891,0.028297
55976,04/30/2010,WMT,-0.035252,-0.035252
55976,05/28/2010,WMT,-0.051780,-0.057420
55976,06/30/2010,WMT,-0.049248,-0.049248
55976,07/30/2010,WMT,0.064905,0.064905
55976,08/31/2010,WMT,-0.014602,-0.020512
55976,09/30/2010,WMT,0.067411,0.067411
55976,10/29/2010,WMT,0.012145,0.012145
55976,11/30/2010,WMT,-0.001477,-0.001477
55976,12/31/2010,WMT,0.002635,-0.002958
55976,01/31/2011,WMT,0.039681,0.039681
55976,02/28/2011,WMT,-0.072945,-0.072945
55976,03/31/2011,WMT,0.008369,0.001347
55976,04/29/2011,WMT,0.056292,0.056292
55976,05/31/2011,WMT,0.011004,0.004365
55976,06/30/2011,WMT,-0.037668,-0.037668
55976,07/29/2011,WMT,-0.008092,-0.008092
55976,08/31/2011,WMT,0.016031,0.009106
55976,09/30/2011,WMT,-0.024253,-0.024253
55976,10/31/2011,WMT,0.092871,0.092871
55976,11/30/2011,WMT,0.038434,0.038434
55976,12/30/2011,WMT,0.020798,0.014601
55976,01/31/2012,WMT,0.026774,0.026774
55976,02/29/2012,WMT,-0.037158,-0.037158
55976,03/30/2012,WMT,0.042612,0.035884
55976,04/30/2012,WMT,-0.037418,-0.037418
55976,05/31/2012,WMT,0.124045,0.117298
55976,06/29/2012,WMT,0.059253,0.059253
55976,07/31/2012,WMT,0.067556,0.067556
55976,08/31/2012,WMT,-0.019246,-0.024587
55976,09/28/2012,WMT,0.016529,0.016529
55976,10/31/2012,WMT,0.016531,0.016531
55976,11/30/2012,WMT,-0.039989,-0.039989
55976,12/31/2012,WMT,-0.047105,-0.052624
55976,01/31/2013,WMT,0.025209,0.025209
55976,02/28/2013,WMT,0.011866,0.011866
55976,03/28/2013,WMT,0.063860,0.057220
55976,04/30/2013,WMT,0.038621,0.038621
55976,05/31/2013,WMT,-0.031009,-0.037056
55976,06/28/2013,WMT,-0.004677,-0.004677
55976,07/31/2013,WMT,0.046315,0.046315
55976,08/30/2013,WMT,-0.057608,-0.063639
55976,09/30/2013,WMT,0.013428,0.013428
55976,10/31/2013,WMT,0.037723,0.037723
55976,11/29/2013,WMT,0.055505,0.055505
55976,12/31/2013,WMT,-0.022837,-0.028638
55976,01/31/2014,WMT,-0.050959,-0.050959
55976,02/28/2014,WMT,0.000268,0.000268
55976,03/31/2014,WMT,0.029585,0.023159
55976,04/30/2014,WMT,0.042915,0.042915
55976,05/30/2014,WMT,-0.030862,-0.036884
55976,06/30/2014,WMT,-0.022144,-0.022144
55976,07/31/2014,WMT,-0.019848,-0.019848
55976,08/29/2014,WMT,0.032618,0.026094
55976,09/30/2014,WMT,0.012848,0.012848
55976,10/31/2014,WMT,-0.002615,-0.002615
55976,11/28/2014,WMT,0.147765,0.147765
55976,12/31/2014,WMT,-0.013480,-0.018963
55976,01/30/2015,WMT,-0.010480,-0.010480
55976,02/27/2015,WMT,-0.012356,-0.012356
55976,03/31/2015,WMT,-0.014178,-0.020017
55976,04/30/2015,WMT,-0.051064,-0.051064
55976,05/29/2015,WMT,-0.042153,-0.048431
55976,06/30/2015,WMT,-0.044971,-0.044971
55976,07/31/2015,WMT,0.014803,0.014803
55976,08/31/2015,WMT,-0.093915,-0.100722
55976,09/30/2015,WMT,0.001699,0.001699
55976,10/30/2015,WMT,-0.117212,-0.117212
55976,11/30/2015,WMT,0.027952,0.027952
55976,12/31/2015,WMT,0.050136,0.041808
55976,01/29/2016,WMT,0.082545,0.082545
55976,02/29/2016,WMT,-0.000301,-0.000301
55976,03/31/2016,WMT,0.039946,0.032409
55976,04/29/2016,WMT,-0.023653,-0.023653
55976,05/31/2016,WMT,0.065949,0.058472
55976,06/30/2016,WMT,0.031647,0.031647
55976,07/29/2016,WMT,-0.000685,-0.000685
55976,08/31/2016,WMT,-0.014115,-0.020968
55976,09/30/2016,WMT,0.009518,0.009518
55976,10/31/2016,WMT,-0.029118,-0.029118
55976,11/30/2016,WMT,0.005856,0.005856
55976,12/30/2016,WMT,-0.011501,-0.018600
55976,01/31/2017,WMT,-0.034433,-0.034433
55976,02/28/2017,WMT,0.062781,0.062781
55976,03/31/2017,WMT,0.023403,0.016213
55976,04/28/2017,WMT,0.043008,0.043008
55976,05/31/2017,WMT,0.052275,0.045491
55976,06/30/2017,WMT,-0.037150,-0.037150
55976,07/31/2017,WMT,0.056950,0.056950
55976,08/31/2017,WMT,-0.017627,-0.024003
55976,09/29/2017,WMT,0.000897,0.000897
55976,10/31/2017,WMT,0.117353,0.117353
55976,11/30/2017,WMT,0.113618,0.113618
55976,12/29/2017,WMT,0.020878,0.015633
55976,01/31/2018,WMT,0.079494,0.079494
55976,02/28/2018,WMT,-0.155628,-0.155628
55976,03/29/2018,WMT,-0.005777,-0.011554
55976,04/30/2018,WMT,-0.005732,-0.005732
55976,05/31/2018,WMT,-0.061045,-0.066923
55976,06/29/2018,WMT,0.037679,0.037679
89393,01/31/2007,NFLX,-0.117943,-0.117943
89393,02/28/2007,NFLX,-0.012275,-0.012275
89393,03/30/2007,NFLX,0.029294,0.029294
89393,04/30/2007,NFLX,-0.043984,-0.043984
89393,05/31/2007,NFLX,-0.012183,-0.012183
89393,06/29/2007,NFLX,-0.114608,-0.114608
89393,07/31/2007,NFLX,-0.111398,-0.111398
89393,08/31/2007,NFLX,0.016831,0.016831
89393,09/28/2007,NFLX,0.184355,0.184355
89393,10/31/2007,NFLX,0.275669,0.275669
89393,11/30/2007,NFLX,-0.127314,-0.127314
89393,12/31/2007,NFLX,0.152381,0.152381
89393,01/31/2008,NFLX,-0.055222,-0.055222
